0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-7.999999821186065674e-02,-7.999999821186065674e-02,4.989999771118164062e+00,7.999999821186065674e-02,-7.999999821186065674e-02,4.989999771118164062e+00,-7.999999821186065674e-02,7.999999821186065674e-02,4.989999771118164062e+00,7.999999821186065674e-02,7.999999821186065674e-02,4.989999771118164062e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.999943256378173828e+00,-8.002775907516479492e-02,-7.999863475561141968e-02,4.990156650543212891e+00,7.997161149978637695e-02,-7.999860495328903198e-02,4.989707946777343750e+00,-8.002772927284240723e-02,8.000137656927108765e-02,4.990179061889648438e+00,7.997164130210876465e-02,8.000140637159347534e-02,4.989729881286621094e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.999943256378173828e+00
3.393917359062470496e-05,-1.672904431870847475e-06,4.999798297882080078e+00,-8.007244765758514404e-02,-7.999663800001144409e-02,4.990645408630371094e+00,7.991768419742584229e-02,-7.999616116285324097e-02,4.988868236541748047e+00,-8.007198572158813477e-02,8.000334352254867554e-02,4.990729808807373047e+00,7.991814613342285156e-02,8.000382035970687866e-02,4.988952159881591797e+00,3.393917359062470496e-05,-1.672904431870847475e-06,4.999798297882080078e+00
2.326698449905961752e-04,-1.121469176723621786e-05,4.999611854553222656e+00,-7.999079674482345581e-02,-8.000118285417556763e-02,4.991499900817871094e+00,7.996050268411636353e-02,-7.999891787767410278e-02,4.987552165985107422e+00,-7.998866587877273560e-02,7.999872416257858276e-02,4.991677761077880859e+00,7.996263355016708374e-02,8.000098913908004761e-02,4.987730026245117188e+00,2.326698449905961752e-04,-1.121469176723621786e-05,4.999611854553222656e+00
8.435851195827126503e-04,-3.957603621529415250e-05,4.999423027038574219e+00,-7.951720058917999268e-02,-8.002439141273498535e-02,4.992746353149414062e+00,8.033299446105957031e-02,-8.001771569252014160e-02,4.985824108123779297e+00,-7.951113581657409668e-02,7.997535169124603271e-02,4.993040561676025391e+00,8.033905923366546631e-02,7.998202741146087646e-02,4.986118316650390625e+00,8.435851195827126503e-04,-3.957603621529415250e-05,4.999423027038574219e+00
2.212757244706153870e-03,-1.006678576231934130e-04,4.999259471893310547e+00,-7.828240841627120972e-02,-8.008138835430145264e-02,4.994400024414062500e+00,8.136201649904251099e-02,-8.006626367568969727e-02,4.983738422393798828e+00,-7.826917618513107300e-02,7.991805672645568848e-02,4.994824886322021484e+00,8.137524873018264771e-02,7.993318140506744385e-02,4.984163761138916016e+00,2.212757244706153870e-03,-1.006678576231934130e-04,4.999259471893310547e+00
4.768819548189640045e-03,-2.097479882650077343e-04,4.999133110046386719e+00,-7.583031058311462402e-02,-8.018867671489715576e-02,4.996458530426025391e+00,8.345343172550201416e-02,-8.015970885753631592e-02,4.981336116790771484e+00,-7.580611109733581543e-02,7.981035113334655762e-02,4.997019767761230469e+00,8.347763121128082275e-02,7.983931899070739746e-02,4.981897354125976562e+00,4.768819548189640045e-03,-2.097479882650077343e-04,4.999133110046386719e+00
9.010953828692436218e-03,-3.820646088570356369e-04,4.999063014984130859e+00,-7.163043320178985596e-02,-8.036299049854278564e-02,4.998922348022460938e+00,8.708357810974121094e-02,-8.031383156776428223e-02,4.978677272796630859e+00,-7.159231603145599365e-02,7.963553071022033691e-02,4.999609947204589844e+00,8.712169528007507324e-02,7.968468964099884033e-02,4.979364395141601562e+00,9.010953828692436218e-03,-3.820646088570356369e-04,4.999063014984130859e+00
1.549690961837768555e-02,-6.310503231361508369e-04,4.999075889587402344e+00,-6.509140878915786743e-02,-8.061948418617248535e-02,5.001791477203369141e+00,9.279119223356246948e-02,-8.054383099079132080e-02,4.975847721099853516e+00,-6.504035741090774536e-02,7.937863469123840332e-02,5.002568721771240234e+00,9.284224361181259155e-02,7.945428788661956787e-02,4.976624965667724609e+00,1.549690961837768555e-02,-6.310503231361508369e-04,4.999075889587402344e+00
2.482605352997779846e-02,-9.652164299041032791e-04,4.999168395996093750e+00,-5.558048561215400696e-02,-8.096773922443389893e-02,5.005032539367675781e+00,1.011615097522735596e-01,-8.086092770099639893e-02,4.972908496856689453e+00,-5.552488937973976135e-02,7.903026044368743896e-02,5.005835533142089844e+00,1.012171059846878052e-01,7.913707196712493896e-02,4.973711967468261719e+00,2.482605352997779846e-02,-9.652164299041032791e-04,4.999168395996093750e+00
