-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.832484483718872070e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.517779231071472168e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.294918298721313477e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.494259595870971680e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-2.267713658511638641e-03,6.855829618871212006e-03,-5.281131016090512276e-04,2.806829214096069336e+00,-1.475998782552778721e-03,1.136980281444266438e-04,-6.042851805686950684e-01,7.881473749876022339e-03,-6.071197567507624626e-04,3.226735591888427734e+00,-1.324920682236552238e-03,1.020602867356501520e-04,-5.424326062202453613e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-1.312834443524479866e-03,1.011292770272120833e-04,4.733800960821099579e-05,2.701271325349807739e-02,-2.014525700360536575e-03,2.778774499893188477e+00,-5.321912001818418503e-03,3.968919627368450165e-04,-5.474604964256286621e-01,3.063312359154224396e-02,-2.284524962306022644e-03,3.151203155517578125e+00,-5.195509642362594604e-03,3.874652611557394266e-04,-5.344576239585876465e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-6.351837888360023499e-03,4.765682970173656940e-04,6.378751248121261597e-03,5.971077084541320801e-02,-4.261016380041837692e-03,2.747505664825439453e+00,-1.042828056961297989e-02,7.441718480549752712e-04,-4.798423945903778076e-01,6.664989143610000610e-02,-4.756198264658451080e-03,3.066799163818359375e+00,-1.142158731818199158e-02,8.150551584549248219e-04,-5.255479812622070312e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-1.714764535427093506e-02,1.244404702447354794e-03,1.632371917366981506e-02,1.040522232651710510e-01,-7.043305318802595139e-03,2.711999654769897461e+00,-1.532039325684309006e-02,1.037038979120552540e-03,-3.993081748485565186e-01,1.140194386243820190e-01,-7.717987522482872009e-03,2.971783638000488281e+00,-1.978653296828269958e-02,1.339352456852793694e-03,-5.157129168510437012e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-3.538442403078079224e-02,2.469649538397789001e-03,2.959514595568180084e-02,1.589636206626892090e-01,-1.010811701416969299e-02,2.671093940734863281e+00,-1.802060566842556000e-02,1.145887188613414764e-03,-3.028034269809722900e-01,1.704603731632232666e-01,-1.083916798233985901e-02,2.864275693893432617e+00,-3.004945255815982819e-02,1.910772873088717461e-03,-5.049262642860412598e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-6.243608146905899048e-02,4.165639169514179230e-03,4.593321308493614197e-02,2.231492698192596436e-01,-1.317013148218393326e-02,2.623440027236938477e+00,-1.581662893295288086e-02,9.334877249784767628e-04,-1.859471797943115234e-01,2.332664728164672852e-01,-1.376724336296319962e-02,2.742382287979125977e+00,-4.194720461964607239e-02,2.475698012858629227e-03,-4.931495785713195801e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-9.941252321004867554e-02,6.295089144259691238e-03,6.497655063867568970e-02,2.950528860092163086e-01,-1.591016352176666260e-02,2.567666769027709961e+00,-4.898313432931900024e-03,2.641321916598826647e-04,-4.262705892324447632e-02,2.992642223834991455e-01,-1.613725163042545319e-02,2.604315280914306641e+00,-5.519885569810867310e-02,2.976492745801806450e-03,-4.803622364997863770e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-1.472314894199371338e-01,8.770845830440521240e-03,8.607564121484756470e-02,3.728073835372924805e-01,-1.797350496053695679e-02,2.502336502075195312e+00,2.015041187405586243e-02,-9.714762563817203045e-04,1.352524459362030029e-01,3.647904694080352783e-01,-1.758700050413608551e-02,2.448525905609130859e+00,-6.951893121004104614e-02,3.351593622937798500e-03,-4.666210114955902100e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-2.067289948463439941e-01,1.145530398935079575e-02,1.080954223871231079e-01,4.542036652565002441e-01,-1.897093467414379120e-02,2.426090478897094727e+00,6.685312837362289429e-02,-2.792285522446036339e-03,3.570903539657592773e-01,4.257167279720306396e-01,-1.778110675513744354e-02,2.273930072784423828e+00,-8.463880419731140137e-02,3.535148221999406815e-03,-4.520910382270812988e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-2.788097858428955078e-01,1.415565330535173416e-02,1.292764842510223389e-01,5.367048382759094238e-01,-1.848481968045234680e-02,2.337892293930053711e+00,1.448175609111785889e-01,-4.987707361578941345e-03,6.308268904685974121e-01,4.776230454444885254e-01,-1.644996553659439087e-02,2.080531120300292969e+00,-1.002951040863990784e-01,3.454294987022876740e-03,-4.368865787982940674e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-3.646011948585510254e-01,1.660958305001258850e-02,1.473030745983123779e-01,6.176423430442810059e-01,-1.608685590326786041e-02,2.237694025039672852e+00,2.643417418003082275e-01,-6.884935777634382248e-03,9.576997756958007812e-01,5.164300799369812012e-01,-1.345072500407695770e-02,1.871006011962890625e+00,-1.160027533769607544e-01,3.021359676495194435e-03,-4.202734231948852539e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-4.655521214008331299e-01,1.845644228160381317e-02,1.596056073904037476e-01,6.947384476661682129e-01,-1.136751286685466766e-02,2.127438306808471680e+00,4.332730174064636230e-01,-7.089339196681976318e-03,1.326775074005126953e+00,5.398327112197875977e-01,-8.832899853587150574e-03,1.653083682060241699e+00,-1.303133517503738403e-01,2.132225083187222481e-03,-3.990474939346313477e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-5.834720134735107422e-01,1.919359527528285980e-02,1.636848300695419312e-01,7.667427062988281250e-01,-3.958185203373432159e-03,2.011325597763061523e+00,6.517962217330932617e-01,-3.364792326465249062e-03,1.709796905517578125e+00,5.487964153289794922e-01,-2.833072561770677567e-03,1.439607024192810059e+00,-1.397756189107894897e-01,7.215689984150230885e-04,-3.666605055332183838e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
-7.203388810157775879e-01,1.812018267810344696e-02,1.578365564346313477e-01,8.333647847175598145e-01,6.466716993600130081e-03,1.893955945968627930e+00,9.082663655281066895e-01,7.047935854643583298e-03,2.064181804656982422e+00,5.471203327178955078e-01,4.245526157319545746e-03,1.243419170379638672e+00,-1.387648880481719971e-01,-1.076783169992268085e-03,-3.153655827045440674e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.905000209808349609e+00
