0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
1.515151560306549072e-01,1.147985458374023438e-03,5.000000000000000000e+00
3.030303120613098145e-01,4.590749740600585938e-03,5.000000000000000000e+00
4.545454680919647217e-01,1.032888889312744141e-02,5.000000000000000000e+00
6.060606241226196289e-01,1.836001873016357422e-02,5.000000000000000000e+00
7.575757503509521484e-01,2.868235111236572266e-02,5.000000000000000000e+00
9.090909361839294434e-01,4.129409790039062500e-02,5.000000000000000000e+00
1.060606122016906738e+00,5.619168281555175781e-02,5.000000000000000000e+00
1.212121248245239258e+00,7.337212562561035156e-02,5.000000000000000000e+00
1.363636374473571777e+00,9.283125400543212891e-02,5.000000000000000000e+00
1.515151500701904297e+00,1.145648956298828125e-01,5.000000000000000000e+00
1.666666746139526367e+00,1.385676860809326172e-01,5.000000000000000000e+00
1.818181872367858887e+00,1.648342609405517578e-01,5.000000000000000000e+00
1.969696998596191406e+00,1.933586597442626953e-01,5.000000000000000000e+00
2.121212244033813477e+00,2.241349220275878906e-01,5.000000000000000000e+00
2.272727251052856445e+00,2.571547031402587891e-01,5.000000000000000000e+00
2.424242496490478516e+00,2.924114465713500977e-01,5.000000000000000000e+00
2.575757503509521484e+00,3.298962116241455078e-01,5.000000000000000000e+00
2.727272748947143555e+00,3.696012496948242188e-01,5.000000000000000000e+00
2.878787994384765625e+00,4.115170240402221680e-01,5.000000000000000000e+00
3.030303001403808594e+00,4.556339979171752930e-01,5.000000000000000000e+00
3.181818008422851562e+00,5.019420385360717773e-01,5.000000000000000000e+00
3.333333492279052734e+00,5.504304170608520508e-01,5.000000000000000000e+00
3.484848737716674805e+00,6.010884046554565430e-01,5.000000000000000000e+00
3.636363744735717773e+00,6.539034843444824219e-01,5.000000000000000000e+00
3.787878751754760742e+00,7.088643312454223633e-01,5.000000000000000000e+00
3.939393997192382812e+00,7.659584283828735352e-01,5.000000000000000000e+00
4.090909481048583984e+00,8.251720666885375977e-01,5.000000000000000000e+00
4.242424488067626953e+00,8.864915370941162109e-01,5.000000000000000000e+00
4.393939495086669922e+00,9.499037265777587891e-01,5.000000000000000000e+00
4.545454502105712891e+00,1.015393137931823730e+00,5.000000000000000000e+00
4.696969985961914062e+00,1.082945466041564941e+00,5.000000000000000000e+00
4.848484992980957031e+00,1.152544021606445312e+00,5.000000000000000000e+00
5.000000000000000000e+00,1.224174499511718750e+00,5.000000000000000000e+00
5.151515007019042969e+00,1.297819018363952637e+00,5.000000000000000000e+00
5.303030490875244141e+00,1.373462080955505371e+00,5.000000000000000000e+00
5.454545497894287109e+00,1.451084613800048828e+00,5.000000000000000000e+00
5.606060504913330078e+00,1.530669927597045898e+00,5.000000000000000000e+00
5.757575988769531250e+00,1.612199544906616211e+00,5.000000000000000000e+00
5.909090995788574219e+00,1.695654988288879395e+00,5.000000000000000000e+00
6.060606002807617188e+00,1.781015992164611816e+00,5.000000000000000000e+00
6.212121009826660156e+00,1.868264079093933105e+00,5.000000000000000000e+00
6.363636016845703125e+00,1.957379579544067383e+00,5.000000000000000000e+00
6.515151977539062500e+00,2.048341035842895508e+00,5.000000000000000000e+00
6.666666984558105469e+00,2.141127586364746094e+00,5.000000000000000000e+00
6.818181991577148438e+00,2.235718250274658203e+00,5.000000000000000000e+00
6.969697475433349609e+00,2.332091808319091797e+00,5.000000000000000000e+00
7.121212482452392578e+00,2.430225610733032227e+00,5.000000000000000000e+00
7.272727489471435547e+00,2.530096769332885742e+00,5.000000000000000000e+00
7.424242496490478516e+00,2.631682872772216797e+00,5.000000000000000000e+00
7.575757503509521484e+00,2.734960317611694336e+00,5.000000000000000000e+00
7.727272510528564453e+00,2.839905738830566406e+00,5.000000000000000000e+00
7.878787517547607422e+00,2.946494102478027344e+00,5.000000000000000000e+00
8.030302047729492188e+00,3.054702281951904297e+00,5.000000000000000000e+00
8.181818008422851562e+00,3.164505481719970703e+00,5.000000000000000000e+00
8.333333015441894531e+00,3.275877237319946289e+00,5.000000000000000000e+00
8.484848022460937500e+00,3.388792991638183594e+00,5.000000000000000000e+00
8.636363983154296875e+00,3.503226757049560547e+00,5.000000000000000000e+00
8.787878990173339844e+00,3.619151115417480469e+00,5.000000000000000000e+00
8.939393997192382812e+00,3.736540079116821289e+00,5.000000000000000000e+00
9.090909004211425781e+00,3.855367183685302734e+00,5.000000000000000000e+00
9.242424011230468750e+00,3.975605487823486328e+00,5.000000000000000000e+00
9.393939018249511719e+00,4.097226142883300781e+00,5.000000000000000000e+00
9.545454025268554688e+00,4.220202445983886719e+00,5.000000000000000000e+00
9.696969032287597656e+00,4.344505310058593750e+00,5.000000000000000000e+00
9.848484992980957031e+00,4.470106124877929688e+00,5.000000000000000000e+00
1.000000000000000000e+01,4.596976757049560547e+00,5.000000000000000000e+00
1.015151500701904297e+01,4.725088119506835938e+00,5.000000000000000000e+00
1.030303001403808594e+01,4.854409217834472656e+00,5.000000000000000000e+00
1.045454502105712891e+01,4.984912395477294922e+00,5.000000000000000000e+00
1.060606002807617188e+01,5.116566658020019531e+00,5.000000000000000000e+00
1.075757503509521484e+01,5.249341964721679688e+00,5.000000000000000000e+00
1.090909004211425781e+01,5.383207798004150391e+00,5.000000000000000000e+00
1.106060600280761719e+01,5.518135070800781250e+00,5.000000000000000000e+00
1.121212100982666016e+01,5.654089450836181641e+00,5.000000000000000000e+00
1.136363601684570312e+01,5.791041374206542969e+00,5.000000000000000000e+00
1.151515102386474609e+01,5.928959846496582031e+00,5.000000000000000000e+00
1.166666603088378906e+01,6.067812442779541016e+00,5.000000000000000000e+00
1.181818199157714844e+01,6.207570075988769531e+00,5.000000000000000000e+00
1.196969795227050781e+01,6.348196029663085938e+00,5.000000000000000000e+00
1.212121200561523438e+01,6.489660739898681641e+00,5.000000000000000000e+00
1.227272796630859375e+01,6.631931304931640625e+00,5.000000000000000000e+00
1.242424201965332031e+01,6.774974822998046875e+00,5.000000000000000000e+00
