1.257575798034667969e+01,6.918758869171142578e+00,5.000000000000000000e+00
1.272727203369140625e+01,7.063250541687011719e+00,5.000000000000000000e+00
1.287878799438476562e+01,7.208415985107421875e+00,5.000000000000000000e+00
1.303030204772949219e+01,7.354222297668457031e+00,5.000000000000000000e+00
1.318181800842285156e+01,7.500636100769042969e+00,5.000000000000000000e+00
1.333333396911621094e+01,7.647624492645263672e+00,5.000000000000000000e+00
1.348484897613525391e+01,7.795152187347412109e+00,5.000000000000000000e+00
1.363636398315429688e+01,7.943185806274414062e+00,5.000000000000000000e+00
1.378787899017333984e+01,8.091691970825195312e+00,5.000000000000000000e+00
1.393939399719238281e+01,8.240634918212890625e+00,5.000000000000000000e+00
1.409090900421142578e+01,8.389984130859375000e+00,5.000000000000000000e+00
1.424242401123046875e+01,8.539701461791992188e+00,5.000000000000000000e+00
1.439393997192382812e+01,8.689755439758300781e+00,5.000000000000000000e+00
1.454545497894287109e+01,8.840108871459960938e+00,5.000000000000000000e+00
1.469696998596191406e+01,8.990728378295898438e+00,5.000000000000000000e+00
1.484848499298095703e+01,9.141579627990722656e+00,5.000000000000000000e+00
1.500000000000000000e+01,9.292628288269042969e+00,5.000000000000000000e+00
