0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.050504803657531738e-01,1.275122165679931641e-02,0.000000000000000000e+00
1.010100960731506348e+00,5.097210407257080078e-02,0.000000000000000000e+00
1.515151500701904297e+00,1.145648956298828125e-01,0.000000000000000000e+00
2.020201921463012695e+00,2.033674716949462891e-01,0.000000000000000000e+00
2.525252342224121094e+00,3.171539306640625000e-01,0.000000000000000000e+00
3.030303001403808594e+00,4.556339979171752930e-01,0.000000000000000000e+00
3.535353660583496094e+00,6.184542179107666016e-01,0.000000000000000000e+00
4.040403842926025391e+00,8.051991462707519531e-01,0.000000000000000000e+00
4.545454502105712891e+00,1.015393137931823730e+00,0.000000000000000000e+00
5.050504684448242188e+00,1.248499751091003418e+00,0.000000000000000000e+00
5.555555343627929688e+00,1.503924131393432617e+00,0.000000000000000000e+00
6.060606002807617188e+00,1.781015992164611816e+00,0.000000000000000000e+00
6.565656661987304688e+00,2.079067707061767578e+00,0.000000000000000000e+00
7.070707321166992188e+00,2.397319793701171875e+00,0.000000000000000000e+00
7.575757503509521484e+00,2.734960317611694336e+00,0.000000000000000000e+00
8.080807685852050781e+00,3.091127872467041016e+00,0.000000000000000000e+00
8.585858345031738281e+00,3.464914560317993164e+00,0.000000000000000000e+00
9.090909004211425781e+00,3.855367183685302734e+00,0.000000000000000000e+00
9.595958709716796875e+00,4.261489868164062500e+00,0.000000000000000000e+00
1.010100936889648438e+01,4.682247638702392578e+00,0.000000000000000000e+00
1.060606002807617188e+01,5.116566658020019531e+00,0.000000000000000000e+00
1.111111068725585938e+01,5.563339233398437500e+00,0.000000000000000000e+00
1.161616134643554688e+01,6.021426200866699219e+00,0.000000000000000000e+00
1.212121200561523438e+01,6.489660739898681641e+00,0.000000000000000000e+00
1.262626266479492188e+01,6.966845989227294922e+00,0.000000000000000000e+00
1.313131332397460938e+01,7.451766967773437500e+00,0.000000000000000000e+00
1.363636398315429688e+01,7.943185806274414062e+00,0.000000000000000000e+00
1.414141464233398438e+01,8.439849853515625000e+00,0.000000000000000000e+00
1.464646434783935547e+01,8.940493583679199219e+00,0.000000000000000000e+00
1.515151500701904297e+01,9.443838119506835938e+00,0.000000000000000000e+00
1.565656566619873047e+01,9.948602676391601562e+00,0.000000000000000000e+00
1.616161537170410156e+01,1.045349693298339844e+01,0.000000000000000000e+00
1.666666603088378906e+01,1.095723533630371094e+01,0.000000000000000000e+00
1.717171669006347656e+01,1.145853137969970703e+01,0.000000000000000000e+00
1.767676734924316406e+01,1.195611000061035156e+01,0.000000000000000000e+00
1.818181800842285156e+01,1.244869804382324219e+01,0.000000000000000000e+00
1.868686866760253906e+01,1.293504238128662109e+01,0.000000000000000000e+00
1.919191741943359375e+01,1.341390132904052734e+01,0.000000000000000000e+00
1.969696807861328125e+01,1.388405418395996094e+01,0.000000000000000000e+00
2.020201873779296875e+01,1.434430217742919922e+01,0.000000000000000000e+00
2.070707130432128906e+01,1.479347229003906250e+01,0.000000000000000000e+00
2.121212005615234375e+01,1.523041534423828125e+01,0.000000000000000000e+00
2.171717071533203125e+01,1.565402221679687500e+01,0.000000000000000000e+00
2.222222137451171875e+01,1.606320953369140625e+01,0.000000000000000000e+00
2.272727203369140625e+01,1.645693206787109375e+01,0.000000000000000000e+00
