0.000000000000000000e+00,0.000000000000000000e+00,5.500000119209289551e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.498559420928359032e-03,0.000000000000000000e+00,5.500000119209289551e-01,9.999999403953552246e-01,0.000000000000000000e+00,-3.456991398707032204e-04,0.000000000000000000e+00
8.143621496856212616e-03,5.588909611105918884e-03,5.500009059906005859e-01,9.999887347221374512e-01,4.492468666285276413e-03,-1.005903584882616997e-03,1.160432700999081135e-03
1.864787377417087555e-02,5.769391078501939774e-03,5.499247312545776367e-01,9.999895095825195312e-01,1.876630121842026711e-03,-2.065272536128759384e-03,3.642982337623834610e-03
3.379610180854797363e-02,5.598884541541337967e-03,5.498394966125488281e-01,9.999759197235107422e-01,-6.039377767592668533e-04,-3.304255194962024689e-03,6.079789251089096069e-03
5.381336435675621033e-02,4.924781154841184616e-03,5.498905777931213379e-01,9.999498128890991211e-01,-2.505040727555751801e-03,-4.488799721002578735e-03,8.603287860751152039e-03
7.859862595796585083e-02,4.066012334078550339e-03,5.499848723411560059e-01,9.999178647994995117e-01,-3.231241600587964058e-03,-5.462602712213993073e-03,1.114039961248636246e-02
1.076062917709350586e-01,2.799796406179666519e-03,5.501861572265625000e-01,9.998829364776611328e-01,-3.217977005988359451e-03,-5.997395142912864685e-03,1.370707899332046509e-02
1.408219039440155029e-01,1.297248178161680698e-03,5.504533648490905762e-01,9.998450875282287598e-01,-2.586739137768745422e-03,-6.122660357505083084e-03,1.630225405097007751e-02
1.783671528100967407e-01,-5.355128087103366852e-04,5.507441163063049316e-01,9.998025894165039062e-01,-1.826129620894789696e-03,-5.874825641512870789e-03,1.889594271779060364e-02
2.202800512313842773e-01,-2.605164190754294395e-03,5.510489344596862793e-01,9.997527599334716797e-01,-1.138690393418073654e-03,-5.403063260018825531e-03,2.154190465807914734e-02
2.664680182933807373e-01,-5.081615876406431198e-03,5.512880086898803711e-01,9.996960163116455078e-01,-8.304187795147299767e-04,-4.776912741363048553e-03,2.417121268808841705e-02
3.166486024856567383e-01,-8.045325055718421936e-03,5.514509081840515137e-01,9.996310472488403320e-01,-9.350932668894529343e-04,-4.122900776565074921e-03,2.683187834918498993e-02
3.708230257034301758e-01,-1.164200063794851303e-02,5.515071153640747070e-01,9.995588064193725586e-01,-1.411542296409606934e-03,-3.512007184326648712e-03,2.946057729423046112e-02
4.286400377750396729e-01,-1.594641432166099548e-02,5.514451265335083008e-01,9.994784593582153320e-01,-2.059727907180786133e-03,-3.018043236806988716e-03,3.208636865019798279e-02
4.902341663837432861e-01,-2.098403871059417725e-02,5.513050556182861328e-01,9.993919134140014648e-01,-2.692666370421648026e-03,-2.673287643119692802e-03,3.466193377971649170e-02
5.552488565444946289e-01,-2.675752900540828705e-02,5.510916113853454590e-01,9.993003010749816895e-01,-3.122981637716293335e-03,-2.485649427399039268e-03,3.718874976038932800e-02
6.236229538917541504e-01,-3.306081891059875488e-02,5.508668422698974609e-01,9.992069602012634277e-01,-3.164622932672500610e-03,-2.403498394414782524e-03,3.961976617574691772e-02
6.958379745483398438e-01,-3.942864015698432922e-02,5.506600737571716309e-01,9.991113543510437012e-01,-2.584515372291207314e-03,-2.509323181584477425e-03,4.199469462037086487e-02
7.718831896781921387e-01,-4.572271928191184998e-02,5.504931807518005371e-01,9.990112781524658203e-01,-1.667220960371196270e-03,-2.717941999435424805e-03,4.434327781200408936e-02
8.512493371963500977e-01,-5.211784690618515015e-02,5.504215359687805176e-01,9.989089369773864746e-01,-8.710829424671828747e-04,-2.953655086457729340e-03,4.659975320100784302e-02
9.338846206665039062e-01,-5.768657475709915161e-02,5.504155158996582031e-01,9.988029599189758301e-01,3.465376212261617184e-04,-3.118473105132579803e-03,4.881499707698822021e-02
