0.000000000000000000e+00,0.000000000000000000e+00,5.500000119209289551e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.822981474921107292e-04,0.000000000000000000e+00,5.500000119209289551e-01,1.000000000000000000e+00,1.589094011933411821e-08,-8.056640945142135024e-05,6.780134572181850672e-05
2.286483533680438995e-03,1.331570674665272236e-04,5.500001311302185059e-01,1.000000000000000000e+00,1.076013286365196109e-04,-2.892040938604623079e-04,6.149870750959962606e-05
5.048461258411407471e-03,1.062912269844673574e-04,5.500007271766662598e-01,9.999998807907104492e-01,2.046406734734773636e-05,-5.615151021629571915e-04,9.581774065736681223e-05
8.719359524548053741e-03,8.119976846501231194e-04,5.500024557113647461e-01,9.999994635581970215e-01,5.477427039295434952e-04,-8.228715159930288792e-04,3.716446226462721825e-04
1.351807639002799988e-02,1.377019332721829414e-03,5.500053763389587402e-01,9.999989867210388184e-01,6.368770846165716648e-04,-1.064872136339545250e-03,7.622765260748565197e-04
1.943196356296539307e-02,1.904394011944532394e-03,5.500113964080810547e-01,9.999982714653015137e-01,4.996056086383759975e-04,-1.252831658348441124e-03,1.294456422328948975e-03
2.627083286643028259e-02,2.961014863103628159e-03,5.500209927558898926e-01,9.999971389770507812e-01,7.080466020852327347e-04,-1.339643145911395550e-03,1.869665342383086681e-03
3.402725979685783386e-02,3.979177214205265045e-03,5.500327348709106445e-01,9.999961853027343750e-01,6.326503935270011425e-04,-1.330260653048753738e-03,2.361798658967018127e-03
4.270099103450775146e-02,4.978779237717390060e-03,5.500450730323791504e-01,9.999954104423522949e-01,4.067795525770634413e-04,-1.243440667167305946e-03,2.761842217296361923e-03
5.228789523243904114e-02,6.077046971768140793e-03,5.500560998916625977e-01,9.999946355819702148e-01,2.345953253097832203e-04,-1.106086070649325848e-03,3.093743696808815002e-03
6.275035440921783447e-02,7.394076324999332428e-03,5.500644445419311523e-01,9.999938011169433594e-01,2.373257884755730629e-04,-9.428117191419005394e-04,3.395855426788330078e-03
7.409451156854629517e-02,8.787413127720355988e-03,5.500685572624206543e-01,9.999929666519165039e-01,2.379142097197473049e-04,-7.849024259485304356e-04,3.665260504931211472e-03
8.623705804347991943e-02,1.053872145712375641e-02,5.500677824020385742e-01,9.999918341636657715e-01,4.619977553375065327e-04,-6.436797557398676872e-04,3.971339669078588486e-03
9.919204562902450562e-02,1.222310401499271393e-02,5.500622987747192383e-01,9.999901652336120605e-01,4.290308570489287376e-04,-5.413046455942094326e-04,4.385688807815313339e-03
1.129334196448326111e-01,1.410611066967248917e-02,5.500532984733581543e-01,9.999878406524658203e-01,4.500916984397917986e-04,-4.823844647035002708e-04,4.895797930657863617e-03
1.274866461753845215e-01,1.616243273019790649e-02,5.500423908233642578e-01,9.999848008155822754e-01,4.803015326615422964e-04,-4.717319388873875141e-04,5.476958584040403366e-03
1.428702771663665771e-01,1.838246546685695648e-02,5.500315427780151367e-01,9.999811053276062012e-01,5.005544517189264297e-04,-5.048490129411220551e-04,6.107260938733816147e-03
1.590897440910339355e-01,2.076841890811920166e-02,5.500228404998779297e-01,9.999767541885375977e-01,5.104242009110748768e-04,-5.694234860129654408e-04,6.777439266443252563e-03
1.761447489261627197e-01,2.331828512251377106e-02,5.500180125236511230e-01,9.999716877937316895e-01,5.089150508865714073e-04,-6.496964488178491592e-04,7.484778296202421188e-03
