-1.440000057220458984e+00,-8.100000023841857910e-01,5.500000119209289551e-01,-1.440000057220458984e+00,8.100000023841857910e-01,5.500000119209289551e-01,1.440000057220458984e+00,-8.100000023841857910e-01,5.500000119209289551e-01,1.440000057220458984e+00,8.100000023841857910e-01,5.500000119209289551e-01,-1.440000057220458984e+00,-8.100000023841857910e-01,0.000000000000000000e+00,-1.440000057220458984e+00,8.100000023841857910e-01,0.000000000000000000e+00,1.440000057220458984e+00,-8.100000023841857910e-01,0.000000000000000000e+00,1.440000057220458984e+00,8.100000023841857910e-01,0.000000000000000000e+00,-1.440000057220458984e+00,-8.100000023841857910e-01,0.000000000000000000e+00,-1.440000057220458984e+00,8.100000023841857910e-01,0.000000000000000000e+00,1.440000057220458984e+00,-8.100000023841857910e-01,0.000000000000000000e+00,1.440000057220458984e+00,8.100000023841857910e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.500000119209289551e-01
-1.436247944831848145e+00,-8.100000023841857910e-01,5.485051274299621582e-01,-1.436247944831848145e+00,8.100000023841857910e-01,5.485051274299621582e-01,1.443750739097595215e+00,-8.100000023841857910e-01,5.514948964118957520e-01,1.443750739097595215e+00,8.100000023841857910e-01,5.514948964118957520e-01,-1.435675382614135742e+00,-8.100000023841857910e-01,-2.989172935485839844e-03,-1.435675382614135742e+00,8.100000023841857910e-01,-2.989172935485839844e-03,1.444320082664489746e+00,-8.100000023841857910e-01,2.990305423736572266e-03,1.444320082664489746e+00,8.100000023841857910e-01,2.990305423736572266e-03,-1.435675382614135742e+00,-8.100000023841857910e-01,-2.989172935485839844e-03,-1.435675382614135742e+00,8.100000023841857910e-01,-2.989172935485839844e-03,1.444320082664489746e+00,-8.100000023841857910e-01,2.990305423736572266e-03,1.444320082664489746e+00,8.100000023841857910e-01,2.990305423736572266e-03,3.751446492969989777e-03,0.000000000000000000e+00,5.500000119209289551e-01
-1.419959545135498047e+00,-8.085546493530273438e-01,5.384166836738586426e-01,-1.422359704971313477e+00,8.114176988601684570e-01,5.475915074348449707e-01,1.460003614425659180e+00,-8.043671846389770508e-01,5.524261593818664551e-01,1.457603454589843750e+00,8.156051635742187500e-01,5.616009831428527832e-01,-1.417232513427734375e+00,-8.053702116012573242e-01,-2.313607931137084961e-02,-1.419677257537841797e+00,8.145501017570495605e-01,-4.786372184753417969e-03,1.462662577629089355e+00,-8.012621998786926270e-01,4.882931709289550781e-03,1.460217833518981934e+00,8.186581134796142578e-01,2.323257923126220703e-02,-1.417232513427734375e+00,-8.053702116012573242e-01,-2.313607931137084961e-02,-1.419677257537841797e+00,8.145501017570495605e-01,-4.786372184753417969e-03,1.462662577629089355e+00,-8.012621998786926270e-01,4.882931709289550781e-03,1.460217833518981934e+00,8.186581134796142578e-01,2.323257923126220703e-02,1.882195845246315002e-02,3.525255480781197548e-03,5.500088334083557129e-01
-1.393860697746276855e+00,-8.185966610908508301e-01,5.408771634101867676e-01,-1.401966214179992676e+00,8.013573288917541504e-01,5.317166447639465332e-01,1.485972762107849121e+00,-8.040327429771423340e-01,5.682361721992492676e-01,1.477867245674133301e+00,8.159212470054626465e-01,5.590756535530090332e-01,-1.388533711433410645e+00,-8.217313885688781738e-01,-1.817846298217773438e-02,-1.396551966667175293e+00,7.981712818145751953e-01,-3.649961948394775391e-02,1.491039037704467773e+00,-8.070140480995178223e-01,3.653955459594726562e-02,1.483020782470703125e+00,8.128885626792907715e-01,1.821845769882202148e-02,-1.388533711433410645e+00,-8.217313885688781738e-01,-1.817846298217773438e-02,-1.396551966667175293e+00,7.981712818145751953e-01,-3.649961948394775391e-02,1.491039037704467773e+00,-8.070140480995178223e-01,3.653955459594726562e-02,1.483020782470703125e+00,8.128885626792907715e-01,1.821845769882202148e-02,4.200328886508941650e-02,-1.337707275524735451e-03,5.499764084815979004e-01
-1.357002735137939453e+00,-8.292990922927856445e-01,5.385750532150268555e-01,-1.370956420898437500e+00,7.905163764953613281e-01,5.184913873672485352e-01,1.522566795349121094e+00,-8.039618730545043945e-01,5.814608335494995117e-01,1.508613109588623047e+00,8.158535957336425781e-01,5.613771677017211914e-01,-1.348583817481994629e+00,-8.361849784851074219e-01,-2.264344692230224609e-02,-1.362236261367797852e+00,7.833840847015380859e-01,-6.281077861785888672e-02,1.530342340469360352e+00,-8.103215694427490234e-01,6.312817335128784180e-02,1.516689896583557129e+00,8.092474937438964844e-01,2.296078205108642578e-02,-1.348583817481994629e+00,-8.361849784851074219e-01,-2.264344692230224609e-02,-1.362236261367797852e+00,7.833840847015380859e-01,-6.281077861785888672e-02,1.530342340469360352e+00,-8.103215694427490234e-01,6.312817335128784180e-02,1.516689896583557129e+00,8.092474937438964844e-01,2.296078205108642578e-02,7.580521702766418457e-02,-6.722775287926197052e-03,5.499761104583740234e-01
-1.306799650192260742e+00,-8.414301872253417969e-01,5.324251651763916016e-01,-1.327643871307373047e+00,7.782645225524902344e-01,5.088621377944946289e-01,1.572340011596679688e+00,-8.035150766372680664e-01,5.917431116104125977e-01,1.551495790481567383e+00,8.161796331405639648e-01,5.681800842285156250e-01,-1.295006632804870605e+00,-8.495303392410278320e-01,-3.480011224746704102e-02,-1.315361022949218750e+00,7.698279023170471191e-01,-8.192610740661621094e-02,1.582899808883666992e+00,-8.107681274414062500e-01,8.383575081825256348e-02,1.562545418739318848e+00,8.085901141166687012e-01,3.670972585678100586e-02,-1.295006632804870605e+00,-8.495303392410278320e-01,-3.480011224746704102e-02,-1.315361022949218750e+00,7.698279023170471191e-01,-8.192610740661621094e-02,1.582899808883666992e+00,-8.107681274414062500e-01,8.383575081825256348e-02,1.562545418739318848e+00,8.085901141166687012e-01,3.670972585678100586e-02,1.223480999469757080e-01,-1.262527890503406525e-02,5.503026247024536133e-01
-1.241620540618896484e+00,-8.536670804023742676e-01,5.227816104888916016e-01,-1.269716262817382812e+00,7.659713625907897949e-01,5.032265186309814453e-01,1.636927604675292969e+00,-8.028156161308288574e-01,5.987881422042846680e-01,1.608831882476806641e+00,8.168228268623352051e-01,5.792330503463745117e-01,-1.226273298263549805e+00,-8.603644371032714844e-01,-5.397367477416992188e-02,-1.253848671913146973e+00,7.590469121932983398e-01,-9.308385848999023438e-02,1.650252342224121094e+00,-8.086303472518920898e-01,9.803941845893859863e-02,1.622676968574523926e+00,8.107810020446777344e-01,5.892926454544067383e-02,-1.226273298263549805e+00,-8.603644371032714844e-01,-5.397367477416992188e-02,-1.253848671913146973e+00,7.590469121932983398e-01,-9.308385848999023438e-02,1.650252342224121094e+00,-8.086303472518920898e-01,9.803941845893859863e-02,1.622676968574523926e+00,8.107810020446777344e-01,5.892926454544067383e-02,1.836056262254714966e-01,-1.842212863266468048e-02,5.510073304176330566e-01
-1.157458662986755371e+00,-8.666327595710754395e-01,5.117465853691101074e-01,-1.193907856941223145e+00,7.529103159904479980e-01,4.993916749954223633e-01,1.720287442207336426e+00,-8.011553883552551270e-01,6.049864292144775391e-01,1.683838248252868652e+00,8.183876872062683105e-01,5.926315188407897949e-01,-1.138326525688171387e+00,-8.706851005554199219e-01,-7.589846849441528320e-02,-1.174373507499694824e+00,7.487727999687194824e-01,-1.006082892417907715e-01,1.736383914947509766e+00,-8.045647740364074707e-01,1.105813384056091309e-01,1.700336933135986328e+00,8.148931264877319336e-01,8.587145805358886719e-02,-1.138326525688171387e+00,-8.706851005554199219e-01,-7.589846849441528320e-02,-1.174373507499694824e+00,7.487727999687194824e-01,-1.006082892417907715e-01,1.736383914947509766e+00,-8.045647740364074707e-01,1.105813384056091309e-01,1.700336933135986328e+00,8.148931264877319336e-01,8.587145805358886719e-02,2.631898224353790283e-01,-2.412254735827445984e-02,5.521890521049499512e-01
-1.052955389022827148e+00,-8.792111277580261230e-01,5.010056495666503906e-01,-1.097948789596557617e+00,7.401587367057800293e-01,4.968057572841644287e-01,1.823813438415527344e+00,-7.989955544471740723e-01,6.113284826278686523e-01,1.778820037841796875e+00,8.203743100166320801e-01,6.071286201477050781e-01,-1.029989838600158691e+00,-8.801244497299194336e-01,-9.717786312103271484e-02,-1.074821949005126953e+00,7.392389774322509766e-01,-1.055775880813598633e-01,1.842543482780456543e+00,-7.997404336929321289e-01,1.234679818153381348e-01,1.797711253166198730e+00,8.196230530738830566e-01,1.150681972503662109e-01,-1.029989838600158691e+00,-8.801244497299194336e-01,-9.717786312103271484e-02,-1.074821949005126953e+00,7.392389774322509766e-01,-1.055775880813598633e-01,1.842543482780456543e+00,-7.997404336929321289e-01,1.234679818153381348e-01,1.797711253166198730e+00,8.196230530738830566e-01,1.150681972503662109e-01,3.629322946071624756e-01,-2.941840887069702148e-02,5.540671348571777344e-01
-9.248481988906860352e-01,-8.919584155082702637e-01,4.921802282333374023e-01,-9.791876077651977539e-01,7.271290421485900879e-01,4.938564896583557129e-01,1.950728774070739746e+00,-7.955805659294128418e-01,6.193327307701110840e-01,1.896389365196228027e+00,8.235068917274475098e-01,6.210089921951293945e-01,-8.980702161788940430e-01,-8.904315233230590820e-01,-1.145663857460021973e-01,-9.524835348129272461e-01,7.286517024040222168e-01,-1.112139821052551270e-01,1.971895098686218262e+00,-7.943736910820007324e-01,1.397386789321899414e-01,1.917481660842895508e+00,8.247095942497253418e-01,1.430912017822265625e-01,-8.980702161788940430e-01,-8.904315233230590820e-01,-1.145663857460021973e-01,-9.524835348129272461e-01,7.286517024040222168e-01,-1.112139821052551270e-01,1.971895098686218262e+00,-7.943736910820007324e-01,1.397386789321899414e-01,1.917481660842895508e+00,8.247095942497253418e-01,1.430912017822265625e-01,4.857705533504486084e-01,-3.422577679157257080e-02,5.565946102142333984e-01
