0.000000000000000000e+00,0.000000000000000000e+00,5.500000119209289551e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979268552735447884e-03,0.000000000000000000e+00,5.500000119209289551e-01,9.999999403953552246e-01,0.000000000000000000e+00,-4.122096288483589888e-04,0.000000000000000000e+00
1.116995513439178467e-02,5.623903125524520874e-03,5.500024557113647461e-01,9.999881386756896973e-01,4.516651388257741928e-03,-1.410634373314678669e-03,1.167246839031577110e-03
2.524727955460548401e-02,5.918044131249189377e-03,5.499324798583984375e-01,9.999872446060180664e-01,2.013481687754392624e-03,-2.855901140719652176e-03,3.657068125903606415e-03
4.533309489488601685e-02,6.076610647141933441e-03,5.498740077018737793e-01,9.999713301658630371e-01,-2.863113768398761749e-04,-4.446916282176971436e-03,6.132172420620918274e-03
7.103696465492248535e-02,5.887197330594062805e-03,5.499652624130249023e-01,9.999425411224365234e-01,-2.072963397949934006e-03,-5.886887665838003159e-03,8.720437996089458466e-03
1.026177108287811279e-01,5.753399338573217392e-03,5.501341819763183594e-01,9.999073743820190430e-01,-2.726465463638305664e-03,-7.004166953265666962e-03,1.134990155696868896e-02
1.397312581539154053e-01,5.655589047819375992e-03,5.504335165023803711e-01,9.998685121536254883e-01,-2.517436863854527473e-03,-7.668139412999153137e-03,1.406905148178339005e-02
1.825937181711196899e-01,5.840447265654802322e-03,5.508322119712829590e-01,9.998253583908081055e-01,-1.618112204596400261e-03,-7.870576344430446625e-03,1.687656156718730927e-02
2.310145050287246704e-01,6.284714676439762115e-03,5.512614846229553223e-01,9.997755289077758789e-01,-5.214923294261097908e-04,-7.666638121008872986e-03,1.974789984524250031e-02
2.850047349929809570e-01,7.059605326503515244e-03,5.517138242721557617e-01,9.997160434722900391e-01,4.263135488145053387e-04,-7.141125388443470001e-03,2.273236960172653198e-02
3.446868956089019775e-01,8.082080632448196411e-03,5.520859956741333008e-01,9.996464848518371582e-01,9.685218683443963528e-04,-6.472540553659200668e-03,2.577115781605243683e-02
4.099095761775970459e-01,9.372882544994354248e-03,5.523612499237060547e-01,9.995645880699157715e-01,1.065082033164799213e-03,-5.741587840020656586e-03,2.892332710325717926e-02
4.809899926185607910e-01,1.085247844457626343e-02,5.524942874908447266e-01,9.994700551033020020e-01,7.731062360107898712e-04,-5.133326165378093719e-03,3.213571757078170776e-02
5.576227903366088867e-01,1.260234415531158447e-02,5.524702072143554688e-01,9.993607997894287109e-01,3.323967976029962301e-04,-4.644805099815130234e-03,3.544587269425392151e-02
6.399711966514587402e-01,1.464865915477275848e-02,5.523237586021423340e-01,9.992367029190063477e-01,-8.822735981084406376e-05,-4.370738286525011063e-03,3.882009163498878479e-02
7.281007170677185059e-01,1.707887649536132812e-02,5.520761609077453613e-01,9.990983605384826660e-01,-3.479401930235326290e-04,-4.291825462132692337e-03,4.223717004060745239e-02
8.220008015632629395e-01,2.002207003533840179e-02,5.517982244491577148e-01,9.989462494850158691e-01,-3.541271435096859932e-04,-4.407219588756561279e-03,4.568279534578323364e-02
9.215446114540100098e-01,2.346204966306686401e-02,5.515443682670593262e-01,9.987835288047790527e-01,-2.128890482708811760e-04,-4.623552318662405014e-03,4.909242317080497742e-02
1.026905059814453125e+00,2.756873890757560730e-02,5.513687133789062500e-01,9.986117482185363770e-01,8.598704152973368764e-05,-4.940370097756385803e-03,5.244332924485206604e-02
1.137843847274780273e+00,3.242920711636543274e-02,5.513210892677307129e-01,9.984337091445922852e-01,4.810368700418621302e-04,-5.236156750470399857e-03,5.570151284337043762e-02
1.254563093185424805e+00,3.822992742061614990e-02,5.514078140258789062e-01,9.982517957687377930e-01,9.482878958806395531e-04,-5.524044390767812729e-03,5.883951485157012939e-02
1.376792192459106445e+00,4.507178440690040588e-02,5.516425967216491699e-01,9.980680346488952637e-01,1.419824082404375076e-03,-5.703778006136417389e-03,6.185269355773925781e-02
1.504782795906066895e+00,5.312665551900863647e-02,5.519806742668151855e-01,9.978854656219482422e-01,1.874906593002378941e-03,-5.825144704431295395e-03,6.470934301614761353e-02
1.638187050819396973e+00,6.245904788374900818e-02,5.523968935012817383e-01,9.977047443389892578e-01,2.248815959319472313e-03,-5.813512485474348068e-03,6.742814928293228149e-02
1.777293562889099121e+00,7.323803007602691650e-02,5.528231263160705566e-01,9.975287318229675293e-01,2.574550453573465347e-03,-5.751208867877721786e-03,6.997809559106826782e-02
1.921866774559020996e+00,8.543945103883743286e-02,5.532205700874328613e-01,9.973583221435546875e-01,2.749523147940635681e-03,-5.609107203781604767e-03,7.236950099468231201e-02
2.072038412094116211e+00,9.922577440738677979e-02,5.535348653793334961e-01,9.971959590911865234e-01,2.891781274229288101e-03,-5.451581906527280807e-03,7.457954436540603638e-02
